chirp,ID,chDur,carrier_freq,temp
RBB13_182,RBB,6504.0,5641.69921875,27.0
RBB13_184,RBB,6666.0,5727.83203125,27.0
RBB13_185,RBB,6538.0,5684.765625,27.0
RBB13_186,RBB,6569.0,5727.83203125,27.0
RBB13_187,RBB,6718.0,5641.69921875,27.0
RBB13_188,RBB,6521.0,5684.765625,27.0
RBB13_189,RBB,6645.0,5663.232421875,27.0
RBB13_190,RBB,6431.0,5620.166015625,27.0
RBB13_194,RBB,6648.0,5727.83203125,27.0
RBB13_195,RBB,6542.0,5663.232421875,27.0
RBB13_196,RBB,6661.0,5727.83203125,27.0
RBB13_197,RBB,6565.0,5620.166015625,27.0
RBB13_199,RBB,6685.0,5684.765625,27.0
RBB13_200,RBB,6593.0,5663.232421875,27.0
RBB13_201,RBB,6630.0,5663.232421875,27.0
RBB13_202,RBB,6629.0,5663.232421875,27.0
RBB13_205,RBB,6513.0,5706.298828125,27.0
RBB13_206,RBB,6732.0,5620.166015625,27.0
RBB13_207,RBB,6647.0,5684.765625,27.0
RBB13_208,RBB,6549.0,5706.298828125,27.0
RBB13_209,RBB,6631.0,5663.232421875,27.0
RBB13_210,RBB,6576.0,5749.365234375,27.0
RBB13_211,RBB,6601.0,5684.765625,27.0
RBB13_212,RBB,6641.0,5598.6328125,27.0
RBB13_215,RBB,6650.0,5641.69921875,27.0
RBB13_216,RBB,6620.0,5620.166015625,27.0
RBB13_217,RBB,6657.0,5706.298828125,27.0
RBB13_218,RBB,6671.0,5641.69921875,27.0
RBB13_219,RBB,6847.0,5727.83203125,27.0
RBB13_220,RBB,6321.0,5684.765625,27.0
RBB13_221,RBB,6790.0,5706.298828125,27.0
RBB13_222,RBB,6645.0,5641.69921875,27.0
RBB13_223,RBB,6730.0,5684.765625,27.0
RBB13_224,RBB,6402.0,5684.765625,27.0
RBB13_225,RBB,6611.0,5641.69921875,27.0
RBB13_226,RBB,6523.0,5727.83203125,27.0
RBB13_227,RBB,6724.0,5727.83203125,27.0
RBB13_228,RBB,6749.0,5706.298828125,27.0
RBB13_229,RBB,6619.0,5641.69921875,27.0
RBB13_231,RBB,6680.0,5684.765625,27.0
RBB13_232,RBB,6709.0,5641.69921875,27.0
RBB13_234,RBB,6700.0,5706.298828125,27.0
RBB13_235,RBB,6649.0,5749.365234375,27.0
RBB13_239,RBB,6669.0,5684.765625,27.0
RBB13_240,RBB,6701.0,5641.69921875,27.0
RBB13_241,RBB,6498.0,5684.765625,27.0
RBB13_242,RBB,6748.0,5706.298828125,27.0
RBB13_243,RBB,6624.0,5706.298828125,27.0
RBB13_244,RBB,6604.0,5727.83203125,27.0
RBB13_247,RBB,6647.0,5598.6328125,27.0
RBB13_248,RBB,6670.0,5641.69921875,27.0
RBB13_250,RBB,6607.0,5641.69921875,27.0
RBB13_251,RBB,6680.0,5663.232421875,27.0
RBB13_252,RBB,6739.0,5986.23046875,27.0
RBB13_253,RBB,6668.0,5684.765625,27.0
RBB13_254,RBB,6593.0,5706.298828125,27.0
RBB13_255,RBB,6668.0,5727.83203125,27.0
RBB13_256,RBB,6657.0,5727.83203125,27.0
RBB13_258,RBB,6827.0,5684.765625,27.0
RBB13_259,RBB,6672.0,5878.564453125,27.0
RBB13_260,RBB,6612.0,5598.6328125,27.0
RBB13_261,RBB,6346.0,5706.298828125,27.0
